Symbol,Interval,Signal,Result,Profit,Entry,TP,SL,Time,Profit %
BTCUSDT,30m,BUY,TP,0.029999999999999954,84263.1,86790.993,75836.79000000001,2024-11-11 16:30:00,2.9999999999999956
BTCUSDT,30m,BUY,TP,0.03000000000000004,86134.5,88718.535,77521.05,2024-11-11 19:00:00,3.000000000000004
BTCUSDT,30m,BUY,TP,0.030000000000000037,86892.2,89498.966,78202.98,2024-11-11 20:00:00,3.0000000000000036
BTCUSDT,30m,BUY,TP,0.029999999999999964,91887.6,94644.228,82698.84000000001,2024-11-19 14:30:00,2.9999999999999964
BTCUSDT,30m,BUY,TP,0.030000000000000093,93112.7,95906.081,83801.43,2024-11-20 09:30:00,3.0000000000000093
BTCUSDT,30m,BUY,TP,0.029999999999999992,93233.2,96030.196,83909.88,2024-11-20 11:00:00,2.999999999999999
BTCUSDT,30m,BUY,TP,0.030000000000000103,93661.7,96471.551,84295.53,2024-11-20 12:00:00,3.00000000000001
BTCUSDT,30m,BUY,TP,0.030000000000000027,93562.9,96369.787,84206.61,2024-11-20 12:30:00,3.0000000000000027
BTCUSDT,30m,BUY,TP,0.03,94500.0,97335.0,85050.0,2024-11-20 14:00:00,3.0
BTCUSDT,30m,BUY,TP,0.03000000000000009,94640.1,97479.30300000001,85176.09000000001,2024-11-20 14:30:00,3.000000000000009
BTCUSDT,30m,BUY,TP,0.030000000000000037,94564.3,97401.229,85107.87000000001,2024-11-20 15:00:00,3.0000000000000036
BTCUSDT,30m,SELL,TP,0.029999999999999995,96040.4,93159.188,105644.44,2024-11-25 15:30:00,2.9999999999999996
BTCUSDT,30m,SELL,TP,0.029999999999999964,96153.0,93268.41,105768.3,2024-11-25 16:00:00,2.9999999999999964
BTCUSDT,30m,SELL,TP,0.030000000000000075,95146.4,92292.00799999999,104661.04000000001,2024-11-25 17:00:00,3.0000000000000075
BTCUSDT,30m,SELL,TP,0.029999999999999968,93840.0,91024.8,103224.00000000001,2024-11-25 21:30:00,2.999999999999997
BTCUSDT,30m,SELL,TP,0.02999999999999995,94479.0,91644.63,103926.90000000001,2024-11-25 22:30:00,2.999999999999995
BTCUSDT,30m,BUY,TP,0.030000000000000044,96298.9,99187.867,86669.01,2024-12-04 01:30:00,3.0000000000000044
BTCUSDT,30m,BUY,TP,0.030000000000000058,97782.5,100715.975,88004.25,2024-12-04 21:30:00,3.0000000000000058
BTCUSDT,30m,SELL,TP,0.03000000000000009,99180.0,96204.59999999999,109098.00000000001,2024-12-09 03:30:00,3.000000000000009
BTCUSDT,30m,SELL,TP,0.03000000000000006,98809.9,95845.60299999999,108690.89,2024-12-09 07:00:00,3.000000000000006
BTCUSDT,30m,SELL,TP,0.03000000000000006,98972.4,96003.22799999999,108869.64,2024-12-09 08:30:00,3.000000000000006
BTCUSDT,30m,SELL,TP,0.029999999999999975,98422.2,95469.534,108264.42000000001,2024-12-09 10:00:00,2.9999999999999973
BTCUSDT,30m,SELL,TP,0.030000000000000075,98588.7,95631.03899999999,108447.57,2024-12-09 12:00:00,3.0000000000000075
BTCUSDT,30m,SELL,TP,0.030000000000000027,98332.6,95382.622,108165.86000000002,2024-12-09 15:00:00,3.0000000000000027
BTCUSDT,30m,SELL,TP,0.03000000000000008,97856.0,94920.31999999999,107641.6,2024-12-09 15:30:00,3.000000000000008
BTCUSDT,30m,SELL,TP,0.030000000000000016,98218.7,95272.139,108040.57,2024-12-09 16:00:00,3.0000000000000018
BTCUSDT,30m,SELL,TP,0.029999999999999978,97181.8,94266.346,106899.98000000001,2024-12-09 22:00:00,2.999999999999998
BTCUSDT,30m,BUY,TP,0.0300000000000001,98114.1,101057.52300000002,88302.69,2024-12-11 08:30:00,3.0000000000000098
BTCUSDT,30m,BUY,TP,0.03000000000000006,98724.8,101686.54400000001,88852.32,2024-12-11 13:30:00,3.000000000000006
BTCUSDT,30m,BUY,TP,0.030000000000000037,98659.5,101619.285,88793.55,2024-12-11 14:00:00,3.0000000000000036
BTCUSDT,30m,BUY,TP,0.029999999999999978,102327.0,105396.81,92094.3,2024-12-15 04:30:00,2.999999999999998
BTCUSDT,30m,BUY,TP,0.030000000000000044,102696.0,105776.88,92426.40000000001,2024-12-15 12:00:00,3.0000000000000044
BTCUSDT,30m,BUY,TP,0.02999999999999998,103099.1,106192.073,92789.19,2024-12-15 16:30:00,2.9999999999999982
BTCUSDT,30m,BUY,TP,0.030000000000000086,103142.5,106236.77500000001,92828.25,2024-12-15 22:00:00,3.0000000000000084
BTCUSDT,30m,BUY,TP,0.030000000000000016,104593.7,107731.511,94134.33,2024-12-16 02:00:00,3.0000000000000018
BTCUSDT,30m,SELL,TP,0.030000000000000075,105558.4,102391.64799999999,116114.24,2024-12-18 02:00:00,3.0000000000000075
BTCUSDT,30m,SELL,TP,0.030000000000000054,103530.1,100424.197,113883.11000000002,2024-12-18 05:30:00,3.0000000000000053
BTCUSDT,30m,SELL,TP,0.030000000000000044,104108.5,100985.245,114519.35,2024-12-18 07:00:00,3.0000000000000044
BTCUSDT,30m,SELL,TP,0.030000000000000093,103986.7,100867.09899999999,114385.37000000001,2024-12-18 14:30:00,3.0000000000000093
BTCUSDT,30m,SELL,TP,0.03000000000000005,103733.0,100621.01,114106.3,2024-12-18 16:00:00,3.000000000000005
BTCUSDT,30m,SELL,TP,0.03000000000000001,98914.4,95946.968,108805.84,2024-12-19 02:00:00,3.000000000000001
BTCUSDT,30m,SELL,TP,0.030000000000000044,100631.1,97612.167,110694.21000000002,2024-12-19 15:30:00,3.0000000000000044
BTCUSDT,30m,SELL,TP,0.029999999999999978,100474.1,97459.87700000001,110521.51000000001,2024-12-19 16:00:00,2.999999999999998
BTCUSDT,30m,SELL,TP,0.02999999999999996,100680.9,97660.473,110748.99,2024-12-19 16:30:00,2.999999999999996
BTCUSDT,30m,SELL,TP,0.030000000000000016,98883.6,95917.092,108771.96000000002,2024-12-19 18:30:00,3.0000000000000018
BTCUSDT,30m,SELL,TP,0.02999999999999996,97133.3,94219.301,106846.63,2024-12-22 03:00:00,2.999999999999996
BTCUSDT,30m,SELL,TP,0.030000000000000013,94611.5,91773.155,104072.65000000001,2024-12-29 15:00:00,3.0000000000000013
BTCUSDT,30m,BUY,TP,0.02999999999999997,94612.1,97450.463,85150.89000000001,2025-01-01 19:30:00,2.9999999999999973
BTCUSDT,30m,BUY,TP,0.030000000000000016,94913.9,97761.317,85422.51,2025-01-02 00:00:00,3.0000000000000018
BTCUSDT,30m,BUY,TP,0.029999999999999968,98442.9,101396.18699999999,88598.61,2025-01-05 23:00:00,2.999999999999997
BTCUSDT,30m,BUY,TP,0.029999999999999964,98735.7,101697.771,88862.13,2025-01-06 01:30:00,2.9999999999999964
BTCUSDT,30m,BUY,TP,0.029999999999999992,98728.4,101690.252,88855.56,2025-01-06 02:00:00,2.999999999999999
BTCUSDT,30m,BUY,TP,0.0300000000000001,98786.7,101750.301,88908.03,2025-01-06 02:30:00,3.0000000000000098
BTCUSDT,30m,BUY,TP,0.03000000000000003,99560.0,102546.8,89604.0,2025-01-06 05:30:00,3.000000000000003
BTCUSDT,30m,SELL,TP,0.03000000000000002,97250.9,94333.37299999999,106975.99,2025-01-07 17:30:00,3.0000000000000018
BTCUSDT,30m,SELL,TP,0.030000000000000072,94771.9,91928.74299999999,104249.09,2025-01-08 15:00:00,3.000000000000007
BTCUSDT,30m,SELL,TP,0.030000000000000037,94454.7,91621.059,103900.17,2025-01-09 02:00:00,3.0000000000000036
BTCUSDT,30m,SELL,TP,0.02999999999999995,93604.0,90795.88,102964.40000000001,2025-01-13 06:30:00,2.999999999999995
BTCUSDT,30m,SELL,TP,0.030000000000000096,93194.9,90399.05299999999,102514.39,2025-01-13 08:00:00,3.0000000000000098
BTCUSDT,30m,SELL,TP,0.030000000000000016,92783.6,90000.092,102061.96000000002,2025-01-13 09:00:00,3.0000000000000018
BTCUSDT,30m,BUY,TP,0.03000000000000009,96295.4,99184.262,86665.86,2025-01-14 13:30:00,3.000000000000009
BTCUSDT,30m,BUY,TP,0.030000000000000013,96249.0,99136.47,86624.1,2025-01-14 14:30:00,3.0000000000000013
BTCUSDT,30m,BUY,TP,0.030000000000000016,97306.2,100225.386,87575.58,2025-01-15 01:30:00,3.0000000000000018
BTCUSDT,30m,BUY,TP,0.030000000000000086,97227.6,100144.42800000001,87504.84000000001,2025-01-15 04:00:00,3.0000000000000084
BTCUSDT,30m,BUY,TP,0.030000000000000065,97244.5,100161.835,87520.05,2025-01-15 13:00:00,3.0000000000000067
BTCUSDT,30m,BUY,TP,0.030000000000000054,99775.3,102768.55900000001,89797.77,2025-01-16 17:30:00,3.0000000000000053
BTCUSDT,30m,BUY,TP,0.029999999999999968,101057.8,104089.534,90952.02,2025-01-17 02:30:00,2.999999999999997
BTCUSDT,30m,BUY,TP,0.02999999999999998,102091.9,105154.65699999999,91882.70999999999,2025-01-17 08:30:00,2.9999999999999982
BTCUSDT,30m,BUY,TP,0.03000000000000001,102701.9,105782.957,92431.70999999999,2025-01-17 12:30:00,3.000000000000001
BTCUSDT,30m,BUY,TP,0.03000000000000002,102495.6,105570.46800000001,92246.04000000001,2025-01-17 13:00:00,3.0000000000000018
BTCUSDT,30m,BUY,TP,0.03000000000000003,102419.6,105492.18800000001,92177.64000000001,2025-01-17 13:30:00,3.000000000000003
BTCUSDT,30m,BUY,TP,0.030000000000000093,105554.0,108720.62000000001,94998.6,2025-01-19 06:30:00,3.0000000000000093
BTCUSDT,30m,BUY,TP,0.030000000000000016,105290.8,108449.524,94761.72,2025-01-19 09:30:00,3.0000000000000018
BTCUSDT,30m,BUY,TP,0.029999999999999985,105448.6,108612.058,94903.74,2025-01-19 14:00:00,2.9999999999999987
BTCUSDT,30m,BUY,TP,0.03000000000000007,105896.4,109073.292,95306.76,2025-01-19 20:00:00,3.0000000000000067
BTCUSDT,30m,SELL,TP,0.030000000000000016,104343.7,101213.389,114778.07,2025-01-22 15:00:00,3.0000000000000018
BTCUSDT,30m,SELL,TP,0.030000000000000082,101280.5,98242.08499999999,111408.55,2025-01-27 02:00:00,3.000000000000008
BTCUSDT,30m,SELL,TP,0.029999999999999995,101755.3,98702.641,111930.83000000002,2025-01-27 03:00:00,2.9999999999999996
BTCUSDT,30m,BUY,TP,0.02999999999999997,102340.0,105410.2,92106.0,2025-01-29 09:00:00,2.9999999999999973
BTCUSDT,30m,BUY,TP,0.03,102807.7,105891.931,92526.93,2025-01-29 18:30:00,3.0
BTCUSDT,30m,SELL,TP,0.030000000000000027,101620.1,98571.497,111782.11000000002,2025-02-01 19:30:00,3.0000000000000027
BTCUSDT,30m,SELL,TP,0.030000000000000072,100603.6,97585.492,110663.96000000002,2025-02-01 23:30:00,3.000000000000007
BTCUSDT,30m,SELL,TP,0.03,101112.5,98079.125,111223.75000000001,2025-02-02 00:00:00,3.0
BTCUSDT,30m,SELL,TP,0.02999999999999996,99488.1,96503.45700000001,109436.91000000002,2025-02-02 04:00:00,2.999999999999996
BTCUSDT,30m,SELL,TP,0.029999999999999978,98811.6,95847.25200000001,108692.76000000001,2025-02-02 11:30:00,2.999999999999998
BTCUSDT,30m,SELL,TP,0.029999999999999975,98222.2,95275.534,108044.42,2025-02-02 16:30:00,2.9999999999999973
BTCUSDT,30m,SELL,TP,0.030000000000000023,97798.0,94864.06,107577.8,2025-02-02 18:00:00,3.000000000000002
BTCUSDT,30m,SELL,TP,0.030000000000000093,96464.6,93570.662,106111.06000000001,2025-02-03 00:30:00,3.0000000000000093
BTCUSDT,30m,SELL,TP,0.03000000000000003,95460.0,92596.2,105006.00000000001,2025-02-24 03:00:00,3.000000000000003
BTCUSDT,30m,SELL,TP,0.02999999999999996,95388.1,92526.45700000001,104926.91000000002,2025-02-24 03:30:00,2.999999999999996
BTCUSDT,30m,SELL,TP,0.030000000000000082,95303.1,92444.007,104833.41000000002,2025-02-24 04:00:00,3.000000000000008
BTCUSDT,30m,SELL,TP,0.029999999999999992,95260.6,92402.782,104786.66000000002,2025-02-24 04:30:00,2.999999999999999
BTCUSDT,30m,SELL,TP,0.03000000000000003,95335.0,92474.95,104868.50000000001,2025-02-24 14:00:00,3.000000000000003
BTCUSDT,30m,SELL,TP,0.029999999999999968,94750.1,91907.59700000001,104225.11000000002,2025-02-24 16:00:00,2.999999999999997
BTCUSDT,30m,SELL,TP,0.03000000000000008,93916.1,91098.617,103307.71000000002,2025-02-24 19:30:00,3.000000000000008
BTCUSDT,30m,SELL,TP,0.03000000000000008,93478.6,90674.242,102826.46000000002,2025-02-24 22:00:00,3.000000000000008
BTCUSDT,30m,SELL,TP,0.03000000000000011,87589.1,84961.427,96348.01000000001,2025-02-26 14:30:00,3.000000000000011
BTCUSDT,30m,SELL,TP,0.030000000000000075,87654.1,85024.477,96419.51000000001,2025-02-26 15:00:00,3.0000000000000075
BTCUSDT,30m,SELL,TP,0.02999999999999998,86816.4,84211.908,95498.04000000001,2025-02-26 16:00:00,2.9999999999999982
BTCUSDT,30m,SELL,TP,0.030000000000000034,86010.0,83429.7,94611.00000000001,2025-02-26 17:30:00,3.0000000000000036
BTCUSDT,30m,SELL,TP,0.030000000000000047,84084.0,81561.48,92492.40000000001,2025-02-27 19:30:00,3.000000000000005
BTCUSDT,30m,SELL,TP,0.030000000000000044,83489.3,80984.621,91838.23000000001,2025-02-27 20:30:00,3.0000000000000044
BTCUSDT,30m,BUY,TP,0.030000000000000037,85882.1,88458.56300000001,77293.89000000001,2025-03-01 22:00:00,3.0000000000000036
BTCUSDT,30m,BUY,TP,0.03000000000000011,85909.3,88486.57900000001,77318.37000000001,2025-03-02 00:00:00,3.000000000000011
BTCUSDT,30m,BUY,TP,0.03000000000000004,85954.7,88533.341,77359.23,2025-03-02 02:00:00,3.000000000000004
BTCUSDT,30m,BUY,TP,0.02999999999999999,86228.4,88815.252,77605.56,2025-03-02 06:30:00,2.9999999999999987
BTCUSDT,30m,BUY,TP,0.03000000000000004,86376.8,88968.104,77739.12000000001,2025-03-02 15:00:00,3.000000000000004
BTCUSDT,30m,BUY,SL,-0.09999999999999994,93530.1,96336.00300000001,84177.09000000001,2025-03-03 13:30:00,-9.999999999999993
BTCUSDT,30m,BUY,SL,-0.09999999999999991,93129.9,95923.79699999999,83816.91,2025-03-03 14:00:00,-9.999999999999991
BTCUSDT,30m,SELL,TP,0.03000000000000003,85770.1,83196.997,94347.11000000002,2025-03-03 20:00:00,3.000000000000003
BTCUSDT,30m,BUY,TP,0.030000000000000093,89777.6,92470.92800000001,80799.84000000001,2025-03-05 11:30:00,3.0000000000000093
BTCUSDT,30m,BUY,TP,0.030000000000000016,89746.1,92438.48300000001,80771.49,2025-03-05 13:00:00,3.0000000000000018
BTCUSDT,30m,BUY,TP,0.030000000000000034,89422.5,92105.175,80480.25,2025-03-05 13:30:00,3.0000000000000036
BTCUSDT,30m,SELL,TP,0.02999999999999999,88488.5,85833.845,97337.35,2025-03-06 19:30:00,2.9999999999999987
BTCUSDT,30m,SELL,TP,0.030000000000000034,88210.0,85563.7,97031.00000000001,2025-03-07 01:30:00,3.0000000000000036
BTCUSDT,30m,SELL,TP,0.029999999999999975,85886.6,83310.00200000001,94475.26000000001,2025-03-08 16:00:00,2.9999999999999973
BTCUSDT,30m,SELL,TP,0.030000000000000072,85879.6,83303.212,94467.56000000001,2025-03-08 17:00:00,3.000000000000007
BTCUSDT,30m,SELL,TP,0.030000000000000086,85903.6,83326.492,94493.96000000002,2025-03-09 06:00:00,3.0000000000000084
BTCUSDT,30m,SELL,TP,0.030000000000000103,85772.3,83199.131,94349.53000000001,2025-03-09 09:00:00,3.00000000000001
BTCUSDT,30m,SELL,TP,0.0300000000000001,84990.1,82440.397,93489.11000000002,2025-03-09 11:30:00,3.0000000000000098
BTCUSDT,30m,SELL,TP,0.03000000000000003,83562.9,81056.01299999999,91919.19,2025-03-09 14:30:00,3.000000000000003
BTCUSDT,30m,SELL,TP,0.0300000000000001,83030.5,80539.58499999999,91333.55,2025-03-09 15:30:00,3.0000000000000098
BTCUSDT,30m,SELL,TP,0.029999999999999964,83215.0,80718.55,91536.50000000001,2025-03-09 16:00:00,2.9999999999999964
BTCUSDT,30m,SELL,TP,0.029999999999999978,82451.5,79977.955,90696.65000000001,2025-03-09 16:30:00,2.999999999999998
BTCUSDT,30m,SELL,TP,0.030000000000000054,82411.4,79939.05799999999,90652.54000000001,2025-03-09 17:00:00,3.0000000000000053
BTCUSDT,30m,SELL,TP,0.03000000000000003,80523.0,78107.31,88575.3,2025-03-10 00:00:00,3.000000000000003
BTCUSDT,30m,SELL,TP,0.030000000000000113,81242.0,78804.73999999999,89366.20000000001,2025-03-10 00:30:00,3.0000000000000115
BTCUSDT,30m,SELL,TP,0.030000000000000075,81309.9,78870.60299999999,89440.89,2025-03-10 08:30:00,3.0000000000000075
BTCUSDT,30m,SELL,TP,0.030000000000000096,80235.8,77828.726,88259.38,2025-03-10 15:00:00,3.0000000000000098
BTCUSDT,30m,SELL,TP,0.029999999999999968,80009.7,77609.409,88010.67,2025-03-10 15:30:00,2.999999999999997
BTCUSDT,30m,SELL,TP,0.030000000000000027,79030.7,76659.779,86933.77,2025-03-10 17:00:00,3.0000000000000027
BTCUSDT,30m,BUY,TP,0.030000000000000047,81679.2,84129.576,73511.28,2025-03-11 12:00:00,3.000000000000005
BTCUSDT,30m,BUY,TP,0.029999999999999978,81201.5,83637.545,73081.35,2025-03-11 12:30:00,2.999999999999998
BTCUSDT,30m,BUY,TP,0.030000000000000023,81411.0,83853.33,73269.90000000001,2025-03-11 13:00:00,3.000000000000002
BTCUSDT,30m,BUY,TP,0.029999999999999995,82735.1,85217.153,74461.59000000001,2025-03-14 09:30:00,2.9999999999999996
BTCUSDT,30m,BUY,TP,0.03000000000000003,83202.8,85698.884,74882.52,2025-03-19 05:30:00,3.000000000000003
BTCUSDT,30m,BUY,TP,0.029999999999999995,83427.9,85930.737,75085.11,2025-03-19 10:30:00,2.9999999999999996
BTCUSDT,30m,BUY,TP,0.03000000000000003,83727.8,86239.634,75355.02,2025-03-19 11:00:00,3.000000000000003
BTCUSDT,30m,BUY,TP,0.030000000000000058,83848.4,86363.852,75463.56,2025-03-19 11:30:00,3.0000000000000058
BTCUSDT,30m,BUY,TP,0.029999999999999975,83616.9,86125.40699999999,75255.20999999999,2025-03-19 12:00:00,2.9999999999999973
BTCUSDT,30m,BUY,TP,0.030000000000000034,83705.2,86216.356,75334.68,2025-03-19 12:30:00,3.0000000000000036
BTCUSDT,30m,BUY,TP,0.030000000000000058,83900.8,86417.82400000001,75510.72,2025-03-19 13:00:00,3.0000000000000058
BTCUSDT,30m,BUY,TP,0.02999999999999996,84050.1,86571.603,75645.09000000001,2025-03-19 13:30:00,2.999999999999996
BTCUSDT,30m,BUY,TP,0.029999999999999992,83913.0,86430.39,75521.7,2025-03-19 14:00:00,2.999999999999999
BTCUSDT,30m,BUY,TP,0.029999999999999978,84276.5,86804.795,75848.85,2025-03-19 15:00:00,2.999999999999998
BTCUSDT,30m,BUY,TP,0.029999999999999947,84618.9,87157.46699999999,76157.01,2025-03-19 16:00:00,2.9999999999999947
BTCUSDT,30m,BUY,TP,0.029999999999999992,84188.0,86713.64,75769.2,2025-03-19 17:30:00,2.999999999999999
BTCUSDT,30m,BUY,TP,0.02999999999999998,84298.6,86827.558,75868.74,2025-03-23 08:30:00,2.9999999999999982
BTCUSDT,30m,BUY,TP,0.029999999999999978,84651.5,87191.045,76186.35,2025-03-23 11:30:00,2.999999999999998
BTCUSDT,30m,BUY,TP,0.029999999999999975,84854.4,87400.03199999999,76368.95999999999,2025-03-23 14:00:00,2.9999999999999973
BTCUSDT,30m,BUY,TP,0.029999999999999968,85207.3,87763.519,76686.57,2025-03-23 16:30:00,2.999999999999997
BTCUSDT,30m,BUY,TP,0.029999999999999957,84973.2,87522.396,76475.88,2025-03-23 17:30:00,2.9999999999999956
BTCUSDT,30m,BUY,TP,0.029999999999999968,85994.8,88574.644,77395.32,2025-03-24 00:30:00,2.999999999999997
BTCUSDT,30m,BUY,TP,0.02999999999999997,85617.4,88185.92199999999,77055.66,2025-03-24 01:00:00,2.9999999999999973
BTCUSDT,30m,SELL,TP,0.030000000000000096,86582.9,83985.41299999999,95241.19,2025-03-27 14:00:00,3.0000000000000098
BTCUSDT,30m,SELL,TP,0.03000000000000002,86931.2,84323.264,95624.32,2025-03-27 15:30:00,3.0000000000000018
BTCUSDT,30m,SELL,TP,0.029999999999999964,85065.0,82513.05,93571.50000000001,2025-03-28 11:00:00,2.9999999999999964
BTCUSDT,30m,SELL,TP,0.030000000000000072,84959.9,82411.10299999999,93455.89,2025-03-28 13:30:00,3.000000000000007
BTCUSDT,30m,BUY,TP,0.030000000000000106,84147.3,86671.71900000001,75732.57,2025-04-01 14:30:00,3.0000000000000107
BTCUSDT,30m,BUY,TP,0.02999999999999998,84706.3,87247.489,76235.67,2025-04-01 15:00:00,2.9999999999999982
BTCUSDT,30m,BUY,TP,0.030000000000000047,85184.0,87739.52,76665.6,2025-04-02 13:30:00,3.000000000000005
BTCUSDT,30m,SELL,TP,0.02999999999999996,82992.9,80503.113,91292.19,2025-04-06 08:30:00,2.999999999999996
BTCUSDT,30m,SELL,TP,0.03000000000000005,82784.0,80300.48,91062.40000000001,2025-04-06 10:00:00,3.000000000000005
BTCUSDT,30m,SELL,TP,0.030000000000000034,82847.5,80362.075,91132.25000000001,2025-04-06 12:00:00,3.0000000000000036
BTCUSDT,30m,SELL,TP,0.029999999999999992,82663.0,80183.11,90929.3,2025-04-06 12:30:00,2.999999999999999
BTCUSDT,30m,SELL,TP,0.029999999999999947,82501.1,80026.06700000001,90751.21000000002,2025-04-06 13:00:00,2.9999999999999947
BTCUSDT,30m,SELL,TP,0.029999999999999964,82340.0,79869.8,90574.00000000001,2025-04-06 14:00:00,2.9999999999999964
BTCUSDT,30m,SELL,TP,0.030000000000000106,82630.0,80151.09999999999,90893.00000000001,2025-04-06 14:30:00,3.0000000000000107
BTCUSDT,30m,SELL,TP,0.029999999999999968,82404.9,79932.753,90645.39,2025-04-06 15:00:00,2.999999999999997
BTCUSDT,30m,SELL,TP,0.030000000000000016,82296.1,79827.217,90525.71000000002,2025-04-06 16:00:00,3.0000000000000018
BTCUSDT,30m,SELL,TP,0.03000000000000002,78843.7,76478.389,86728.07,2025-04-06 20:30:00,3.0000000000000018
BTCUSDT,30m,SELL,TP,0.030000000000000002,79039.9,76668.703,86943.89,2025-04-06 22:00:00,3.0000000000000004
BTCUSDT,30m,SELL,TP,0.030000000000000086,78034.4,75693.36799999999,85837.84,2025-04-06 22:30:00,3.0000000000000084
BTCUSDT,30m,SELL,TP,0.03,77400.0,75078.0,85140.0,2025-04-06 23:00:00,3.0
BTCUSDT,30m,SELL,TP,0.029999999999999964,78390.0,76038.3,86229.0,2025-04-06 23:30:00,2.9999999999999964
BTCUSDT,30m,SELL,TP,0.03,78287.5,75938.875,86116.25,2025-04-07 00:00:00,3.0
BTCUSDT,30m,SELL,TP,0.030000000000000117,77314.6,74995.162,85046.06000000001,2025-04-08 17:30:00,3.0000000000000115
BTCUSDT,30m,SELL,SL,-0.10000000000000007,75677.4,73407.078,83245.14,2025-04-09 04:00:00,-10.000000000000007
BTCUSDT,30m,BUY,TP,0.030000000000000034,81300.4,83739.412,73170.36,2025-04-11 08:00:00,3.0000000000000036
BTCUSDT,30m,BUY,TP,0.03000000000000009,83543.5,86049.80500000001,75189.15000000001,2025-04-12 08:00:00,3.000000000000009
BTCUSDT,30m,BUY,TP,0.030000000000000016,88171.1,90816.23300000001,79353.99,2025-04-21 15:00:00,3.0000000000000018
BTCUSDT,30m,BUY,TP,0.030000000000000016,90881.2,93607.636,81793.08,2025-04-22 15:30:00,3.0000000000000018
BTCUSDT,30m,BUY,TP,0.030000000000000027,92975.4,95764.662,83677.86,2025-04-24 17:00:00,3.0000000000000027
BTCUSDT,30m,BUY,TP,0.03,96400.0,99292.0,86760.0,2025-05-07 03:00:00,3.0
BTCUSDT,30m,BUY,TP,0.030000000000000054,99097.9,102070.837,89188.11,2025-05-08 03:30:00,3.0000000000000053
BTCUSDT,30m,BUY,TP,0.03000000000000009,99305.0,102284.15000000001,89374.5,2025-05-08 04:00:00,3.000000000000009
