time,open,high,low,close,volume
2025-10-18 09:00:00,0.7895,0.7943,0.7859,0.7879,258394.0
2025-10-18 09:15:00,0.7881,0.797,0.7861,0.7943,185316.0
2025-10-18 09:30:00,0.7943,0.7963,0.7904,0.7915,90104.0
2025-10-18 09:45:00,0.7916,0.8233,0.7916,0.802,1231309.0
2025-10-18 10:00:00,0.8021,0.8086,0.802,0.8059,243434.0
2025-10-18 10:15:00,0.806,0.8102,0.8023,0.8085,150793.0
2025-10-18 10:30:00,0.8085,0.8156,0.8085,0.8107,210093.0
2025-10-18 10:45:00,0.8107,0.8133,0.8066,0.8126,98611.0
2025-10-18 11:00:00,0.8125,0.813,0.807,0.8122,110371.0
2025-10-18 11:15:00,0.8125,0.8131,0.8068,0.8085,70464.0
2025-10-18 11:30:00,0.8085,0.8114,0.8064,0.8088,85459.0
2025-10-18 11:45:00,0.8086,0.8124,0.8079,0.8115,56394.0
2025-10-18 12:00:00,0.8117,0.8121,0.8088,0.8091,93774.0
2025-10-18 12:15:00,0.8092,0.8172,0.8092,0.814,217566.0
2025-10-18 12:30:00,0.814,0.8254,0.8104,0.8187,315323.0
2025-10-18 12:45:00,0.8187,0.8239,0.8167,0.8219,122997.0
2025-10-18 13:00:00,0.8219,0.8234,0.8163,0.8197,176027.0
2025-10-18 13:15:00,0.82,0.8201,0.8154,0.8166,135013.0
2025-10-18 13:30:00,0.8166,0.828,0.8142,0.8223,258117.0
2025-10-18 13:45:00,0.8222,0.8296,0.8222,0.8268,265932.0
2025-10-18 14:00:00,0.827,0.8371,0.8267,0.8314,451483.0
2025-10-18 14:15:00,0.8314,0.848,0.8312,0.8417,746381.0
2025-10-18 14:30:00,0.8419,0.846,0.8348,0.8415,648984.0
2025-10-18 14:45:00,0.8418,0.8451,0.8391,0.8441,215953.0
2025-10-18 15:00:00,0.8443,0.8468,0.8376,0.8415,495389.0
2025-10-18 15:15:00,0.8415,0.8421,0.8325,0.8347,341621.0
2025-10-18 15:30:00,0.8347,0.8351,0.8223,0.8316,440264.0
2025-10-18 15:45:00,0.8317,0.839,0.8291,0.832,370027.0
2025-10-18 16:00:00,0.832,0.8545,0.832,0.8424,642942.0
2025-10-18 16:15:00,0.8423,0.8432,0.8283,0.8383,299540.0
2025-10-18 16:30:00,0.8385,0.8388,0.8304,0.8349,261838.0
2025-10-18 16:45:00,0.8349,0.8401,0.833,0.8385,128168.0
2025-10-18 17:00:00,0.8386,0.8398,0.8294,0.8313,213862.0
2025-10-18 17:15:00,0.8312,0.846,0.8302,0.8427,293442.0
2025-10-18 17:30:00,0.8428,0.8464,0.8384,0.8386,119830.0
2025-10-18 17:45:00,0.8387,0.8427,0.8361,0.8406,127916.0
2025-10-18 18:00:00,0.8409,0.8491,0.8401,0.8458,124429.0
2025-10-18 18:15:00,0.8456,0.8503,0.8432,0.8452,206620.0
2025-10-18 18:30:00,0.8453,0.8468,0.8423,0.8429,87817.0
2025-10-18 18:45:00,0.8429,0.8466,0.84,0.8451,69005.0
2025-10-18 19:00:00,0.8451,0.8491,0.8437,0.8476,121892.0
2025-10-18 19:15:00,0.8477,0.8525,0.8458,0.8503,100909.0
2025-10-18 19:30:00,0.8504,0.8665,0.8486,0.8557,371102.0
2025-10-18 19:45:00,0.8558,0.8607,0.8557,0.8603,97725.0
2025-10-18 20:00:00,0.8604,0.8674,0.8587,0.8623,210613.0
2025-10-18 20:15:00,0.8623,0.8636,0.8587,0.8606,105559.0
2025-10-18 20:30:00,0.8606,0.8636,0.8594,0.8619,106173.0
2025-10-18 20:45:00,0.8619,0.8649,0.8566,0.8575,115161.0
2025-10-18 21:00:00,0.8574,0.8613,0.8537,0.8546,99844.0
